VTO_name	VTO_id
Pterobalaena acutorostrata	VTO_9010859
Mastacembelus ubangensis	VTO_0071694
Redondavenator quayensis	VTO_9002822
Praealticus striatus	VTO_0042736
Lunanosorex lii	VTO_9002163
Minotaurasaurus ramachandrani	VTO_9002162
Prospermophilus	VTO_9002161
Yuesthonyx	VTO_9002160
Sandalodus minor	VTO_9002167
Milleretta rubidgei	VTO_9002166
Prospermophilus orientalis	VTO_9002165
Minotaurasaurus	VTO_9002164
Sandalodus morrisii	VTO_9002169
Dichobuninae	VTO_9002168
Fundulopanchax oeseri	VTO_0071618
Fundulopanchax arnoldi	VTO_0071619
Fundulopanchax avichang	VTO_0071616
Fundulopanchax cinnamomeus	VTO_0071617
Fundulopanchax ndianus	VTO_0071614
Fundulopanchax intermittens	VTO_0071615
Fundulopanchax kribianus	VTO_0071612
Fundulopanchax sjoestedti	VTO_0071610
Fundulopanchax gularis	VTO_0071611
Regalecus pacificus	VTO_0068500
Opistognathus hopkinsi	VTO_0076960
Agrostichthys	VTO_0068502
Agrostichthys parkeri	VTO_0068503
Anoplogastridae	VTO_0068504
Anoplogaster brachycera	VTO_0068505
Opistognathus megalepis	VTO_0076967
Sargocentron ensifer	VTO_0068507
Sargocentron iota	VTO_0068508
Sargocentron shimizui	VTO_0068509
Dinobastis ischyrus	VTO_9009288
Barbus aloyi	VTO_0063624
Barbus owenae	VTO_0063625
Barbus ruasae	VTO_0063626
Barbus castrasibutum	VTO_0063627
Barbus macrotaenia	VTO_0063620
Barbus toppini	VTO_0063621
Barbus ensis	VTO_0063622
Barbus nedgia	VTO_0063623
Normannognathus wellnhoferi	VTO_9002826
Barbus melanotaenia	VTO_0063628
Barbus traorei	VTO_0063629
Hemitriakis complicofasciata	VTO_0000425
Chimaeropsis	VTO_9011431
Neolissochilus stevensonii	VTO_0064168
Neolissochilus hendersoni	VTO_0064169
Neolissochilus benasi	VTO_0064166
Neolissochilus baoshanensis	VTO_0064167
Neolissochilus paucisquamatus	VTO_0064164
Neolissochilus dukai	VTO_0064165
Neolissochilus vittatus	VTO_0064162
Neolissochilus namlenensis	VTO_0064163
Neolissochilus tweediei	VTO_0064160
Neolissochilus thienemanni	VTO_0064161
Cochliodus	VTO_9011432
Myriacanthidae	VTO_9011435
Hemitriakis leucoperiptera	VTO_0000424
Alethodontus	VTO_9011434
Gymnothorax saxicola	VTO_0034041
Gymnothorax robinsi	VTO_0034042
Gymnothorax prasinus	VTO_0034046
Gymnothorax polyuranodon	VTO_0034047
Gymnothorax pictus	VTO_0034049
Platygillellus bussingi	VTO_0076349
Platygillellus rubellulus	VTO_0076348
Heteristius cinctus	VTO_0076345
Heteristius	VTO_0076344
Platygillellus altivelis	VTO_0076347
Platygillellus brasiliensis	VTO_0076346
Leurochilus acon	VTO_0076341
Leurochilus fullonica	VTO_0076340
Storrsia olsoni	VTO_0076343
Storrsia	VTO_0076342
Silvinichthys bortayro	VTO_0061701
Ausktribosphenos	VTO_9033401
Nemacheilus bampurensis	VTO_0062579
Nemacheilus pulchellus	VTO_0062578
Nemacheilus rupecula	VTO_0062573
Nemacheilus abyssinicus	VTO_0062572
Nemacheilus elegantissimus	VTO_0062571
Nemacheilus inglisi	VTO_0062570
Nemacheilus mooreh	VTO_0062577
Nemacheilus tikaderi	VTO_0062576
Nemacheilus cleopatra	VTO_0062575
Nemacheilus kapuasensis	VTO_0062574
Quercymegapodiidae	VTO_9030308
Rhodanogekko	VTO_9030309
Symmoriiformes	VTO_9030302
Gavia brodkorbi	VTO_9030303
Zuolong salleei	VTO_9030300
Zuolong	VTO_9030301
Carcharopsis prototypus	VTO_9030306
Puffinus barnesi	VTO_9030307
Trionyx kansaiensis	VTO_9030304
Denaea fournieri	VTO_9030305
Trichopsetta orbisulcus	VTO_0069293
Trichopsetta ventralis	VTO_0069292
Trichopsetta caribbaea	VTO_0069291
Trichopsetta melasma	VTO_0069290
Psettina gigantea	VTO_0069297
Psettina multisquamea	VTO_0069296
Psettina profunda	VTO_0069295
Psettina brevirictis	VTO_0069294
Psettina filimana	VTO_0069299
Psettina hainanensis	VTO_0069298
Apistogramma gossei	VTO_0073441
Apistogramma agassizi	VTO_0073440
Apistogramma trifasciatum	VTO_0073443
Apistogramma erythrura	VTO_0073442
Apistogramma taeniata	VTO_0073445
Apistogramma inornata	VTO_0073444
Apistogramma geisleri	VTO_0073447
Apistogramma macmasteri	VTO_0073446
Apistogramma hippolytae	VTO_0073448
Mormyrops lineolatus	VTO_0033772
Cyphomyrus discorhynchus	VTO_0033770
Geosternbergia maiseyi	VTO_9000559
Mertensophryne usambarae	VTO_0081277
Mertensophryne mocquardi	VTO_0081276
Poraspis rostrata	VTO_9009029
Pedostibes kempi	VTO_0081274
Ranavus	VTO_0081273
Huia modiglianii	VTO_0081272
Meristogenys macrophthalmus	VTO_0081271
Pelophylax demarchii	VTO_0081270
Koobor jimbarrati	VTO_9009023
Macropus rama	VTO_9009022
Argyrohyrax	VTO_9009021
Mauchchunkia	VTO_9009020
Macropus dryas	VTO_9009027
Poraspis intermedia	VTO_9009026
Mertensophryne schmidti	VTO_0081279
Poraspis subtilis	VTO_9009024
Lepidobatrachus	VTO_0007750
Lepidobatrachus laevis	VTO_0007751
Hemiphractus	VTO_0007754
Amoya chusanensis	VTO_0078758
Amoya pflaumii	VTO_0078759
Valenciennea randalli	VTO_0078750
Valenciennea bella	VTO_0078753
Pataecus fronto	VTO_0071768
Rhynchorhamphus arabicus	VTO_0070930
Rhynchorhamphus malabaricus	VTO_0070931
Profundulus oaxacae	VTO_0070932
Odobenus rosmarus divergens	VTO_9028678
Orestias frontosus	VTO_0070934
Hitonkala andersontau	VTO_9013519
Orestias agassii	VTO_0070936
Orestias piacotensis	VTO_0070937
Holmesina floridanus	VTO_9013514
Eozygodon	VTO_9013515
Myxomygale hutchisoni	VTO_9028671
Hitonkala macdonaldtau	VTO_9013517
Lyssemys piramensis	VTO_9013510
Nycteroleter ineptus	VTO_9013511
Desmanella engesseri	VTO_9028675
Stenodermatini	VTO_9028674
Kappachelys	VTO_9009318
Benthobatis kreffti	VTO_0001363
Benthobatis	VTO_0001362
Gnathophis macroporis	VTO_0067387
Gnathophis melanocoelus	VTO_0067385
Gnathophis parini	VTO_0067383
Gnathophis castlei	VTO_0067382
Gnathophis umbrellabius	VTO_0067381
Gnathophis grahami	VTO_0067380
Dermatias platynogaster	VTO_0079403
Dermatias	VTO_0079402
Algherella	VTO_9025368
Acanthodus	VTO_9025369
Ctenochirichthys	VTO_0079407
Phyllorhinichthys balushkini	VTO_0079406
Phyllorhinichthys micractis	VTO_0079405
Phyllorhinichthys	VTO_0079404
Amydrotaxis	VTO_9025362
Ancyrodella	VTO_9025360
Ancoradella	VTO_9025361
Amorphognathus	VTO_9025366
Proardea	VTO_9025367
Alternognathus	VTO_9025364
Colymbiculus	VTO_9018421
Sparassocynus heterotopicus	VTO_9018420
Lavocatavis	VTO_9018423
Colymbiculus udovichenkoi	VTO_9018422
Picocoraciae	VTO_9018425
Lavocatavis africana	VTO_9018424
Montsecosuchus depereti	VTO_9018427
Bernissartidae	VTO_9018426
Synostocephalus	VTO_9018429
Montsecosuchus	VTO_9018428
Neoharriotta	VTO_0000016
Neoharriotta pinnata	VTO_0000017
Harriotta	VTO_0000018
Harriotta raleighana	VTO_0000019
Asthenoscapter	VTO_9007374
Bolitoglossa aureogularis	VTO_0001749
Hesperoscalops	VTO_9007377
Itaboraitherium	VTO_9014889
Nihilichnus nihilicus	VTO_9014888
Kibenikhoria	VTO_9014887
Machichnus	VTO_9014886
Xenastrapotherium kraglievichi	VTO_9014885
Machichnus bohemicus	VTO_9014884
Maxschlosseria	VTO_9014883
Acropithecus	VTO_9014882
Archaeopithecus	VTO_9014881
Isotemnidae	VTO_9014880
Chelycarapookus arcuatus	VTO_9016038
Panderodus	VTO_9016039
Puertollanopus omicrodactylus	VTO_9016034
Tingamarra porterorum	VTO_9016035
Saharagalago	VTO_9016036
Pasambaya	VTO_9016037
Tingamarra	VTO_9016031
Puertollanopus	VTO_9016032
Echentaia	VTO_9016033
Bolitoglossa gomezi	VTO_0001747
Bolitoglossa compacta	VTO_0001746
Hemitaeniochromis	VTO_0073283
Hylinae	VTO_0006567
Mongolepididae	VTO_9000335
Iberica	VTO_9017869
Nyassachromis purpurans	VTO_0073280
Arthrodiriformes	VTO_9000330
Chiosella	VTO_9011298
Stahleckeriinae	VTO_9011297
Eurymen	VTO_0052647
Malacocottus gibber	VTO_0052644
Cottunculus microps	VTO_0052641
Astronesthes nigroides	VTO_0067655
Eurymen gyrinus	VTO_0052648
Azarifeneria barrati	VTO_9011293
Astronesthes quasiindicus	VTO_0067656
Dipnotetrapodomorpha	VTO_9033406
Trichomycterus migrans	VTO_0061566
Scorpaenodes caribbaeus	VTO_0053515
Scorpaenodes rubrivinctus	VTO_0053513
Bothriolepis major	VTO_9010744
Casuariinae	VTO_9010745
Pranognathus	VTO_9015762
Lycengraulis limnichthys	VTO_0066384
Tautoga (Protautoga) conidens	VTO_9026163
Siokunichthys herrei	VTO_0070665
Kolpotocheirodon	VTO_0038107
Palaeoscaptor gigas	VTO_9017149
Floridameryx	VTO_9017148
Edestus crenulatus	VTO_9017143
Edestus serratus	VTO_9017142
Balaena vulgaris groenlandica	VTO_9017141
Pseudoceratinae	VTO_9017140
Edestus minisculus	VTO_9017147
Balaenula balaenopsis	VTO_9017146
Edestus mirus	VTO_9017145
Anoplonassa forcipata	VTO_9017144
Cynoglossus kopsii	VTO_0055912
Abderitidae	VTO_9005267
Laccognathus	VTO_9033131
Kharakhutulia kalandadzei	VTO_9012018
Spermophilus richardsonii	VTO_9012019
Ancistrus cryptophthalmus	VTO_0037285
Plastomenus visendus	VTO_9012012
Spermophilus primitivus	VTO_9012013
Odenwaldia heidelbergensis	VTO_9012016
Spermophilus meltoni	VTO_9012017
Plastomenus tantillus	VTO_9012014
Kharakhutulia	VTO_9012015
Prionotus tribulus	VTO_0072183
Asterolepididae	VTO_9033134
Myxinoidea	VTO_9033135
Urolophus deforgesi	VTO_0080690
Rasbora atridorsalis	VTO_0063358
Rasbora aprotaenia	VTO_0063359
Tregophis	VTO_9006648
Palaeophidae	VTO_9006649
Rasbora tornieri	VTO_0063354
Rasbora subtilis	VTO_0063355
Rasbora dusonensis 2 (Cavender and Coburn 1992)	VTO_0063356
Rasbora borneensis	VTO_0063357
Rasbora septentrionalis	VTO_0063350
Anomalophis	VTO_9006643
Rasbora leptosoma	VTO_0063353
Pterocryptis indicus	VTO_0062003
Pterocryptis burmanensis	VTO_0062002
Pterocryptis cucphuongensis	VTO_0062001
Pterocryptis berdmorei	VTO_0062000
Sphenosiagon simplex	VTO_9007519
Pterocryptis wynaadensis	VTO_0062005
Pterocryptis taytayensis	VTO_0062004
Ctenosauriscidae	VTO_9007514
Silurichthys indragiriensis	VTO_0062009
Libycosuchidae	VTO_9007510
Lacertilia	VTO_9007513
Entoptychus germannorum	VTO_9033137
Temnoclemmys	VTO_9031272
Ichthyapus omanensis	VTO_0067185
Ichthyapus acutirostris	VTO_0067184
Ichthyapus insularis	VTO_0067187
Ichthyapus acuticeps	VTO_0067186
Xestochilus	VTO_0067181
Brachysomophis porphyreus	VTO_0067180
Ichthyapus vulturis	VTO_0067183
Xestochilus nebulosus	VTO_0067182
Ichthyapus selachops	VTO_0067189
Ichthyapus platyrhynchus	VTO_0067188
Gasteropelecus levis	VTO_0066274
Carnegiella schereri	VTO_0066275
Carnegiella myersi	VTO_0066276
Parachanos	VTO_0066277
Hoplias sp. (Langeani 1998)	VTO_0066270
Hoplias cf. malabaricus (Toledo-Piza 2000)	VTO_0066271
Acentronichthys leptos	VTO_0035629
Acentronichthys	VTO_0035628
Parachanos aethiopicus	VTO_0066278
Dastilbe	VTO_0066279
Proailurus	VTO_9018883
Corvaspis	VTO_9012286
Paramachaerodus	VTO_9018881
Longiculter	VTO_0063978
Longiculter siahi	VTO_0063979
Nimravides	VTO_9018880
Luciosoma pellegrinii	VTO_0063970
Eriptychius	VTO_9012283
Luciosoma trinema	VTO_0063972
Gymnocypris scleracanthus	VTO_0063973
Gymnocypris chui	VTO_0063974
Gymnocypris firmispinatus	VTO_0063975
Carassioides macropterus	VTO_0063976
Carassioides argentea	VTO_0063977
Pratifelis	VTO_9018885
Dinaspidella	VTO_9012280
Palaeogaleus vincenti	VTO_9029656
Hypolophodon sylvestris	VTO_9029657
Paraorthacodus eocaenus	VTO_9029654
Caprovesposus	VTO_9029655
Microcapros	VTO_9029652
Palaeocyttus	VTO_9029653
Hemigalus derbyanus boiei	VTO_9029650
Cyttoides	VTO_9029651
Elasmodus hunteri	VTO_9029658
Dasyatis concavifoveus	VTO_9029659
Osteorachis	VTO_9033321
Parasemionotus	VTO_9033320
Oligopleura	VTO_9033323
Otomitla	VTO_9033322
Tytthaena parrisi	VTO_9033325
Ospia	VTO_9033324
Tyrannomys harkseni	VTO_9033327
Tytthaena lichna	VTO_9033326
Uintaceras radinskyi	VTO_9033329
Tylocephalonyx skinneri	VTO_9033328
Austrolebias apaii	VTO_0054830
Austrolebias arachan	VTO_0054834
Paragunnellichthys fehlmanni	VTO_0073935
Paragunnellichthys seychellensis	VTO_0073934
Rhizosomichthys	VTO_0061729
Pterocerdale	VTO_0073931
Cerdale prolata	VTO_0073930
Paragunnellichthys springeri	VTO_0073933
Paragunnellichthys	VTO_0073932
Gadella imberbis	VTO_0068092
Parastegophilus paulensis	VTO_0061722
Physiculus longifilis	VTO_0068090
Ochmacanthus orinoco	VTO_0061720
Gunnellichthys irideus	VTO_0073939
Gunnellichthys curiosus	VTO_0073938
Stegophilus sp. (Schaefer 1990)	VTO_0061725
Stegophilus	VTO_0061724
Cynomyoides	VTO_9021421
Dicynodon watsoni	VTO_9021420
Forsythia	VTO_9021423
Eutamias	VTO_9021422
Cedromus	VTO_9021425
Blackia	VTO_9021424
Kronokotherium brevimaxillare	VTO_9021427
Arctomyoides	VTO_9021426
Neodesmostylus primigenius	VTO_9021429
Cryptomastodon	VTO_9021428
Puntius crescentus	VTO_0063277
Puntius macrogramma	VTO_0063276
Bystrowiella schumanni	VTO_9006502
Puntius anchisporus	VTO_0063273
Thescelus	VTO_9032050
Niolamia	VTO_9032051
Meiolania	VTO_9032052
Crossochelys	VTO_9032053
Compsemys	VTO_9032054
Puntius flavifuscus	VTO_0063271
Graphiurops austriacus	VTO_9032056
Paragrallator	VTO_9032057
Paragrallator yangi	VTO_9032058
Kaiika	VTO_9032059
Puntius sp (Hoffmann and Britz 2006)	VTO_0063270
Syncope	VTO_0005264
Syncope carvalhoi	VTO_0005267
Syncope antenori	VTO_0005268
Corydoras gracilis	VTO_0035300
Dzihunia amudarjensis	VTO_0062862
Zignodon	VTO_0069865
Harttia garavelloi	VTO_0060092
Harttia trombetensis	VTO_0060093
Pseudancistrus sp. gold spot (Armbruster 2004)	VTO_0060090
Pseudancistrus coquenani	VTO_0060091
Siamogale	VTO_9030698
Aonychini	VTO_9030699
Harttia longipinna	VTO_0060094
Harttia sp. (Armbruster 2004)	VTO_0060095
Stratesaurus taylori	VTO_9030694
Avalonnectes	VTO_9030695
Avalonnectes arturi	VTO_9030696
Megalenhydris	VTO_9030697
Sivaonyx soriae	VTO_9030690
Tyrrhenolutra	VTO_9030691
Mentoclaenodon acrogenius	VTO_9030692
Stratesaurus	VTO_9030693
Bryconops colanegra	VTO_0065114
Bryconops disruptus	VTO_0065115
Bryconops sp. (Toledo-Piza 2007)	VTO_0065116
Bryconops caudomaculatus	VTO_0065117
Bryconops cyrtogaster	VTO_0065110
Bryconops gracilis	VTO_0065111
Bryconops durbini	VTO_0065112
Bryconops imitator	VTO_0065113
Bryconops transitoria	VTO_0065118
Bryconops alburnoides	VTO_0065119
Cocotropus roseomaculatus	VTO_0071799
Cocotropus masudai	VTO_0071798
Cocotropus izuensis	VTO_0071793
Pseudopataecus taenianotus	VTO_0071792
Pseudopataecus	VTO_0071791
Bathyaploactis ornatissima	VTO_0071790
Cocotropus altipinnis	VTO_0071797
Cocotropus larvatus	VTO_0071796
Cocotropus echinatus	VTO_0071795
Cocotropus keramaensis	VTO_0071794
Pisanosauridae	VTO_9022301
Coelurosauroidea	VTO_9022300
Marasuchus	VTO_9022303
Hemiprotosuchus leali	VTO_9022302
Nubianophis	VTO_9022305
Changpeipus luanpingeris	VTO_9022304
Nubianophis afaahus	VTO_9022307
Lagurus pannonicus	VTO_9022306
Iguanodontidae	VTO_9005846
Geotrypetes	VTO_0008011
Ia lamna	VTO_9031770
Steropoides divaricatus	VTO_9031771
Manis (Uromanis) longicaudatus	VTO_9031772
Eunotosauria	VTO_9031773
Eunotosauridae	VTO_9031774
Tragelaphus derbianus	VTO_9031775
Palaeoniscus elegans	VTO_9031776
Lissodus cassangensis	VTO_9031777
Batrachopus dispar	VTO_9031778
Campylognathoides zitteli	VTO_9031779
Chilodus fritillus	VTO_0064649
Chilodus gracilis	VTO_0064648
Leptocypris konkoureensis	VTO_0064643
Leptocypris guineensis	VTO_0064642
Leptocypris crossensis	VTO_0064641
Leptocypris lujae	VTO_0064640
Chilodus zunevei	VTO_0064647
Caenotropus maculosus	VTO_0064646
Caenotropus schizodon	VTO_0064645
Caenotropus mestomorgmatos	VTO_0064644
Lepidotrigla bispinosa	VTO_0072219
Lepidotrigla annamarae	VTO_0072218
Parioglossus	VTO_0049633
Lepidotrigla bentuviai	VTO_0072214
Lepidotrigla umbrosa	VTO_0072213
Lepidotrigla carolae	VTO_0072212
Lepidotrigla kanagashira	VTO_0072211
Parioglossus dotui	VTO_0049634
Scolopsis bimaculatus	VTO_0046189
Hemigrammocapoeta nana	VTO_0063427
Schismatorhynchos holorhynchos	VTO_0063424
Pristimantis lichenoides	VTO_0082449
Pristimantis scolodiscus	VTO_0082448
Pristimantis sulculus	VTO_0082445
Pristimantis corniger	VTO_0082444
Pristimantis cosnipatae	VTO_0082447
Pristimantis cordovae	VTO_0082446
Pristimantis auricarens	VTO_0082441
Pristimantis cryptomelas	VTO_0082440
Pristimantis bellator	VTO_0082443
Pristimantis satagius	VTO_0082442
Manidens condorensis	VTO_9032872
Siamopithecini	VTO_9032873
Opistopteryx	VTO_9032870
Manidens	VTO_9032871
Esocelops	VTO_9032876
Flindersichthys	VTO_9032877
Pondaunginae	VTO_9032874
Trigenicus profectus	VTO_9032875
Dermophis mexicanus	VTO_0008016
Amphipithecidae	VTO_9032878
Lyrolepis	VTO_9032879
Erpsilepis margaritifera	VTO_9026374
Athabascasaurus bitumineus	VTO_9026375
Bensonomys	VTO_9026376
Erpsilepis	VTO_9026377
Batodonoides vanhouteni	VTO_9026370
Batodonoides powayensis	VTO_9026371
Phlebolepididae	VTO_9026372
Kourisodon puntledgensis	VTO_9026373
Beckiasorex hibbardi	VTO_9026378
Barylambda faberi	VTO_9026379
Pachycara crossacanthum	VTO_0042620
Amyda prisca	VTO_9012829
Phyllichthys	VTO_0069558
Phyllichthys sclerolepis	VTO_0069559
Shidaisaurus jinae	VTO_9012828
Zebrias cochinensis	VTO_0069550
Zebrias craticula	VTO_0069551
Zebrias japonica	VTO_0069552
Zebrias scalaris	VTO_0069553
Zebrias captivus	VTO_0069554
Strabozebrias	VTO_0069555
Strabozebrias cancellatus	VTO_0069556
Whitleyia	VTO_0069557
Embolotherium andrewsi	VTO_9014148
Embolotheriinae	VTO_9014149
Kneria auriculata	VTO_0066311
Didermocerus	VTO_9014142
Elasmotherium	VTO_9014143
Floridaceras	VTO_9014140
Gaindatherium	VTO_9014141
Ardynia praecox	VTO_9014146
Schizotherium turgaicum	VTO_9014147
Embolotherium grangeri	VTO_9014144
Dromoceratherium	VTO_9014145
Platypelis tsaratananaensis	VTO_0004925
Rana chaochiaoensis	VTO_0002775
Rana latastei	VTO_0002774
Rana kobai	VTO_0002773
Rana ulma	VTO_0002772
Ctenerpeton	VTO_9020368
Australodocus bohetii	VTO_9027429
Riddleria atecensis	VTO_9027428
Hilalia	VTO_9027423
Lufengpithecus	VTO_9027422
Hilalia robusta	VTO_9027421
Baenodda	VTO_9027420
Australodocus	VTO_9027427
Kinosternoidea	VTO_9027426
Microceratus	VTO_9027425
Hilalia saribeya	VTO_9027424
Nannippus westoni	VTO_9016786
Cyrilavis	VTO_9016787
Miophasianus	VTO_9016784
Rhegminornis	VTO_9016785
Palaeocryptonyx	VTO_9016782
Miortyx	VTO_9016783
Palaeortyx	VTO_9016780
Leptorhamdia sp. (Bockmann 1998)	VTO_0060884
Nannoglanis	VTO_0060887
Nannodectes gazini	VTO_9016788
Nannodectes gidleyi	VTO_9016789
Edaphodon	VTO_9010929
Genus 11 sp. (Bockmann 1998)	VTO_0060881
Leptorhamdia marmorata	VTO_0060883
Leptorhamdia	VTO_0060882
Parhalmarhiphus	VTO_9014704
Prolagostomus divisus	VTO_9013499
Khoikhoicetus agulhasis	VTO_9013498
Spinicapitichthys draconis	VTO_0079308
Callionymus draconis	VTO_0079309
Callionymus sublaevis	VTO_0079304
Telespyza ultima	VTO_9013490
Perimys puellus	VTO_9013493
Microberardius	VTO_9013492
Khoikhoicetus	VTO_9013495
Callionymus platycephalus	VTO_0079301
Bukkanodus	VTO_9013497
Callionymus leucobranchialis	VTO_0079303
Eutemnodus americanus	VTO_9019639
Prioniodidae	VTO_9019638
Idioprioniodus typus	VTO_9019637
Heomys	VTO_9019636
Dalianraptor	VTO_9019635
Arriagadoolithus patagoniensis	VTO_9019634
Rhombomylus	VTO_9019633
Halmarhiphus nanus	VTO_9014705
Matutinia	VTO_9019631
Chthonerpeton exile	VTO_0084230
Chthonerpeton noctinectes	VTO_0084231
Chthonerpeton viviparum	VTO_0084232
Chthonerpeton arii	VTO_0084233
Indotyphlidae	VTO_0084234
Sylvacaecilia	VTO_0084235
Gegeneophis primus	VTO_0084237
Johnius heterolepis	VTO_0074082
Johnius philippinus	VTO_0074084
Johnius latifrons	VTO_0074086
Johnius sina	VTO_0074088
Johnius trachycephalus	VTO_0074089
Interatherium brevifrons	VTO_9027605
Allomogurnda landfordi	VTO_0075357
Mogurnda mosa	VTO_0075352
Mogurnda mbuta	VTO_0075350
Brachypotherium americanum	VTO_9027603
Garra propulvinus	VTO_0063896
Tephrocyon rurestris	VTO_9027601
Brachyopsigale dubius	VTO_9027600
Endothiodon	VTO_9018588
Mustelavus priscus	VTO_9018589
Dicynodontidae	VTO_9018586
Pachytegos	VTO_9018587
Dicynodon	VTO_9018584
Mylagaulus cambridgensis	VTO_9018585
Mylagaulodon angulatus	VTO_9018582
Aulacephalodon	VTO_9018583
Mylagaulus kinseyi	VTO_9018580
Digalodon	VTO_9018581
Halaelurus lineatus	VTO_0000198
Halaelurus quagga	VTO_0000195
Halaelurus	VTO_0000194
Halaelurus sellus	VTO_0000197
Haploblepharus	VTO_0000191
Haploblepharus kistnasamyi	VTO_0000192
Hispanomys peralensis	VTO_9024016
Wynyardiidae	VTO_9000997
Pliospalax macoveii	VTO_9014925
Plesiosaurus macrodeirus	VTO_9014926
Sinostylops	VTO_9014920
Arctostylops	VTO_9014921
Asiostylops	VTO_9014922
Spermophilinus besanus	VTO_9014923
Democricetodon franconicus	VTO_9014928
Sayimys perplexus	VTO_9014929
Dipodomys gidleyi	VTO_9008681
Xenodus	VTO_9011251
Telmabates	VTO_9011250
Nucleornis insolitus	VTO_9011253
Wimanornis seymourensis	VTO_9011252
Palaeospheniscus huxleyorum	VTO_9011255
Gazella (Nanger) dama	VTO_9011254
Ischyodus avitus	VTO_9011257
Eurymylinae	VTO_9011256
Mixodontia	VTO_9011259
Ischyodus panus	VTO_9011258
Polacanthus rudgwickensis	VTO_9022593
Melanorhinus	VTO_0055498
Graciliraptor	VTO_9034089
Pliophenacomys primaevus	VTO_9034088
Pliophenacomys meadensis	VTO_9034085
Octodontoidea	VTO_9034084
Pliophenacomys osborni	VTO_9034087
Hypsiprymnopsis	VTO_9034086
Paradelphomys	VTO_9034081
Adelphomys	VTO_9034080
Deseadomys	VTO_9034083
Pattersomys	VTO_9034082
Lophodiodon calori	VTO_0069863
Careproctus continentalis	VTO_0052563
Edentoliparis	VTO_0052560
Careproctus longipectoralis	VTO_0052566
Saarolepis	VTO_9033228
Puntius foerschi	VTO_0063282
Puntius dorsimaculatus	VTO_0063283
Puntius compressiformis	VTO_0063280
Stupendemys geographicus	VTO_9010120
Eotitanosuchus	VTO_9010121
Tylosaurus nepaeolicus	VTO_9010122
Ivantosaurus	VTO_9010123
Rukwalorax jinokitana	VTO_9010124
Phthinosuchidae	VTO_9010125
Rukwalorax	VTO_9010126
Phthinosuchus	VTO_9010127
Phthinosaurus	VTO_9010128
Gorgodon	VTO_9010129
Lopholatilus rayus	VTO_9033226
Ingerophrynus kumquat	VTO_0081383
Nothronychus graffami	VTO_9033220
Puntius melanomaculatus	VTO_0063285
Entoptychus crassiramis	VTO_9033221
Ingerophrynus quadriporcatus	VTO_0081382
Gecatogomphius kavejevi	VTO_9015624
Squalius malacitanus	VTO_0039980
Squalius laietanus	VTO_0039981
Squalius castellanus	VTO_0039984
Baenidae	VTO_9031814
Bufo pentoni	VTO_0081387
Bufo wolongensis	VTO_0081386
Larachelus	VTO_9008176
Erromyzon compactus	VTO_0062774
Cionichthys dunklei	VTO_9008174
Anseres	VTO_9008172
Cionichthys	VTO_9008173
Nanosaurus	VTO_9005834
Euryurus	VTO_9005835
Ovaloolithus	VTO_9005836
Daphoeninae	VTO_9005837
Diodomus	VTO_9005830
Rodimorpha	VTO_9005831
Pliomorphus	VTO_9005832
Parksosaurus	VTO_9005833
Anseranatoidea	VTO_9008171
Pyrodon xinjiangensis	VTO_9005838
Temnocyoninae	VTO_9005839
Hypostomus carinatus	VTO_0060169
Helicophagus leptorhynchus	VTO_0036450
Grallator (Grallator)	VTO_9023526
Ptilodus wyomingensis	VTO_9014549
Coelorinchus mystax	VTO_0068359
Myrichthys aspetocheiros	VTO_0067059
Coelorinchus celaenostomus	VTO_0068358
Phyllophichthus xenodontus	VTO_0067058
Batrachopodiscus tsanatalani	VTO_9019200
Pterocaesio capricornis	VTO_0076536
Cryptacanthodes maculatus	VTO_0076537
Pangasius kunyit	VTO_0060708
Pangasius elongatus	VTO_0060709
Pterocaesio monikae	VTO_0076532
Pterocaesio tessellata	VTO_0076533
Caesio teres	VTO_0076530
Pterocaesio randalli	VTO_0076531
Astroblepus simonsii	VTO_0060702
Astroblepus latidens	VTO_0060703
Astroblepus frenatus	VTO_0060700
Astroblepus eigenmanni	VTO_0060701
Pangasius djambal	VTO_0060706
Pangasius mekongensis	VTO_0060707
Siphonognathus tanyourus	VTO_0076538
Sinopangasius semicultratus	VTO_0060705
Dawsonophis	VTO_9006569
Ectoganus	VTO_9006568
Oioceros xiejiaensis	VTO_9006563
Tataromys suni	VTO_9006562
Plesiosminthus huangshuiensis	VTO_9006561
Booidea	VTO_9006560
Sulimskia	VTO_9006567
Blarinini	VTO_9006565
Tachyoryctoides kokonorensis	VTO_9006564
Ethadophis byrnei	VTO_0067055
Tonsala buchanani	VTO_9033592
Ethadophis merenda	VTO_0067054
Schistura sharavathiensis	VTO_0062708
Aegyptocetus tarfa	VTO_9033590
Schistura alepidota	VTO_0062704
Schistura obeini	VTO_0062706
Schistura kohchangensis	VTO_0062703
Pontopus	VTO_9012197
Phygosaurus	VTO_9012196
Neusticosaurus	VTO_9012195
Nanchangosaurus	VTO_9012194
Metanothosaurus	VTO_9012193
Ewingia	VTO_9012192
Dactylosaurus	VTO_9012191
Cymatosaurus	VTO_9012190
Aardonyx celestae	VTO_9012573
Psilotrachelosaurus	VTO_9012199
Proneusticosaurus	VTO_9012198
Haptosphenus placodon	VTO_9003883
Myrichthys pantostigmius	VTO_0067063
Myrichthys xysturus	VTO_0067060
